Date,Open,High,Low,Close,Volume,Market Cap
"Dec 02, 2017",0.012246,0.012679,0.011898,0.012344,"2,684,510","116,199,000"
"Dec 01, 2017",0.011340,0.012459,0.010637,0.012258,"2,544,800","107,542,000"
"Nov 30, 2017",0.011490,0.012244,0.010068,0.011307,"3,391,660","108,910,000"
"Nov 29, 2017",0.013223,0.014465,0.010963,0.011276,"7,947,220","125,279,000"
"Nov 28, 2017",0.011764,0.013282,0.011302,0.013182,"7,383,800","111,393,000"
"Nov 27, 2017",0.010862,0.011934,0.010494,0.011833,"5,518,860","102,800,000"
"Nov 26, 2017",0.010330,0.010852,0.010220,0.010722,"3,637,670","97,717,700"
"Nov 25, 2017",0.010046,0.010701,0.009998,0.010392,"5,238,590","94,983,800"
"Nov 24, 2017",0.009326,0.010907,0.009034,0.010135,"6,130,750","88,127,400"
"Nov 23, 2017",0.009660,0.009660,0.009163,0.009414,"2,362,370","91,242,600"
"Nov 22, 2017",0.009082,0.009694,0.008970,0.009586,"3,071,400","85,732,300"
"Nov 21, 2017",0.008818,0.009324,0.008343,0.008990,"2,838,900","83,202,100"
"Nov 20, 2017",0.009089,0.009158,0.008716,0.008747,"1,678,270","85,713,700"
"Nov 19, 2017",0.009000,0.009387,0.008816,0.009131,"2,551,910","84,831,300"
"Nov 18, 2017",0.009108,0.009153,0.008717,0.009051,"2,368,340","85,806,700"
"Nov 17, 2017",0.009464,0.009786,0.009105,0.009163,"2,325,530","89,110,900"
"Nov 16, 2017",0.009135,0.009617,0.008934,0.009468,"2,641,330","85,969,000"
"Nov 15, 2017",0.009211,0.009417,0.008838,0.009155,"3,096,580","86,644,900"
"Nov 14, 2017",0.008566,0.009444,0.008344,0.009144,"2,806,410","80,531,400"
"Nov 13, 2017",0.007599,0.008697,0.007599,0.008461,"2,309,150","71,407,100"
"Nov 12, 2017",0.008899,0.008990,0.007295,0.007620,"4,119,280","83,572,700"
"Nov 11, 2017",0.008925,0.009528,0.008424,0.009039,"3,181,620","83,781,200"
"Nov 10, 2017",0.010949,0.011165,0.008604,0.008958,"5,150,060","102,726,000"
"Nov 09, 2017",0.009409,0.011292,0.009117,0.011019,"8,959,570","88,229,500"
"Nov 08, 2017",0.008497,0.009695,0.008342,0.009417,"4,838,260","79,641,200"
"Nov 07, 2017",0.008586,0.008741,0.008220,0.008563,"1,726,430","80,426,100"
"Nov 06, 2017",0.008547,0.008868,0.008204,0.008532,"3,054,800","80,018,300"
"Nov 05, 2017",0.008482,0.008739,0.008310,0.008527,"1,241,550","79,370,200"
"Nov 04, 2017",0.008848,0.009128,0.008294,0.008466,"2,450,970","82,754,400"
"Nov 03, 2017",0.007867,0.008899,0.007609,0.008799,"2,520,200","73,541,800"
"Nov 02, 2017",0.008249,0.008259,0.007222,0.007845,"4,243,580","77,068,100"
"Nov 01, 2017",0.009058,0.009157,0.008206,0.008240,"2,181,760","84,583,700"
"Oct 31, 2017",0.009281,0.009376,0.008885,0.009030,"2,536,530","86,624,300"
"Oct 30, 2017",0.009169,0.009407,0.008940,0.009312,"1,291,060","85,531,200"
"Oct 29, 2017",0.009133,0.009328,0.008891,0.009126,"1,899,000","85,154,900"
"Oct 28, 2017",0.009335,0.009497,0.009066,0.009090,"1,178,030","86,992,800"
"Oct 27, 2017",0.008943,0.009616,0.008762,0.009309,"2,320,400","83,293,200"
"Oct 26, 2017",0.009290,0.009349,0.008783,0.008977,"1,724,600","86,481,100"
"Oct 25, 2017",0.009494,0.009547,0.008880,0.009320,"1,866,380","88,331,600"
"Oct 24, 2017",0.008321,0.010168,0.008098,0.009411,"5,705,650","72,740,400"
"Oct 23, 2017",0.008791,0.008940,0.008240,0.008417,"1,848,320","76,851,500"
"Oct 22, 2017",0.008633,0.009360,0.008538,0.008805,"2,924,630","75,468,800"
"Oct 21, 2017",0.009340,0.009441,0.008108,0.008594,"2,765,030","81,654,700"
"Oct 20, 2017",0.009813,0.010023,0.009246,0.009388,"3,231,270","85,784,600"
"Oct 19, 2017",0.010365,0.010594,0.009565,0.009780,"2,327,090","90,610,400"
"Oct 18, 2017",0.010222,0.010753,0.009551,0.010414,"3,176,410","89,362,100"
"Oct 17, 2017",0.010293,0.011806,0.010001,0.010192,"5,918,390","89,985,800"
"Oct 16, 2017",0.009192,0.013008,0.008816,0.010459,"17,174,900","80,361,500"
"Oct 15, 2017",0.009363,0.009535,0.008826,0.009220,"1,906,730","81,851,700"
"Oct 14, 2017",0.010012,0.010057,0.009283,0.009346,"2,515,200","87,528,100"
"Oct 13, 2017",0.010180,0.010684,0.009353,0.010034,"4,675,450","88,996,400"
"Oct 12, 2017",0.011501,0.011589,0.010176,0.010201,"4,838,060","100,546,000"
"Oct 11, 2017",0.011745,0.012112,0.011373,0.011475,"2,141,030","102,676,000"
"Oct 10, 2017",0.011226,0.012094,0.010948,0.011875,"2,844,720","98,137,300"
"Oct 09, 2017",0.011837,0.012399,0.010804,0.011199,"4,568,850","103,483,000"
"Oct 08, 2017",0.013378,0.013515,0.011825,0.011849,"3,835,000","116,956,000"
